Environment,Participant,Acceptance Value,Density Value
Urban Cargo,N04,4,2.201835
Urban Cargo,N04,3,2.744186
Urban Cargo,N04,3,3.208054
Urban Cargo,N04,3,3.727811
Urban Cargo,N05,4,0.2068966
Urban Cargo,N05,4,0.8163266
Urban Cargo,N05,4,1.188406
Urban Cargo,N05,4,1.775281
Urban Cargo,N05,4,2.201835
Urban Cargo,N05,4,2.744186
Urban Cargo,N05,3,3.208054
Urban Cargo,N05,3,3.739645
Urban Cargo,N06,4,0.2068966
Urban Cargo,N06,4,0.8163266
Urban Cargo,N06,4,1.188406
Urban Cargo,N06,4,1.775281
Urban Cargo,N06,4,2.201835
Urban Cargo,N06,4,2.744186
Urban Cargo,N06,4,3.221477
Urban Cargo,N06,4,3.751479
Urban Cargo,N07,4,0.2068966
Urban Cargo,N07,2,0.8163266
Urban Cargo,N07,2,1.188406
Urban Cargo,N07,2,1.775281
Urban Cargo,N07,2,2.201835
Urban Cargo,N07,2,2.744186
Urban Cargo,N07,2,3.221477
Urban Cargo,N07,2,3.751479
Urban Cargo,N08,4,0.2068966
Urban Cargo,N08,4,0.7083333
Urban Cargo,N08,4,1.188406
Urban Cargo,N08,4,1.775281
Urban Cargo,N08,4,2.201835
Urban Cargo,N08,4,2.744186
Urban Cargo,N08,4,3.208054
Urban Cargo,N08,4,3.751479
Urban Cargo,N09,2,0.2068966
Urban Cargo,N09,2,0.8163266
Urban Cargo,N09,2,1.188406
Urban Cargo,N09,2,1.775281
Urban Cargo,N09,2,2.201835
Urban Cargo,N09,2,2.744186
Urban Cargo,N09,1,3.221477
Urban Cargo,N09,1,3.751479
Urban Cargo,N10,5,0.2068966
Urban Cargo,N10,4,0.8163266
Urban Cargo,N10,4,1.188406
Urban Cargo,N10,4,1.775281
Urban Cargo,N10,4,2.201835
Urban Cargo,N10,4,2.744186
Urban Cargo,N10,4,3.208054
Urban Cargo,N10,3,3.751479
Urban Cargo,N11,4,0.2068966
Urban Cargo,N11,3,0.8163266
Urban Cargo,N11,3,1.188406
Urban Cargo,N11,2,1.775281
Urban Cargo,N11,2,2.201835
Urban Cargo,N11,2,2.744186
Urban Cargo,N11,2,3.208054
Urban Cargo,N11,2,3.751479
Urban Cargo,N12,5,0.2068966
Urban Cargo,N12,5,0.8163266
Urban Cargo,N12,4,1.188406
Urban Cargo,N12,4,1.775281
Urban Cargo,N12,4,2.201835
Urban Cargo,N12,4,2.744186
Urban Cargo,N12,4,3.208054
Urban Cargo,N12,4,3.751479
Urban Cargo,N13,3,0.2068966
Urban Cargo,N13,3,0.8163266
Urban Cargo,N13,4,1.188406
Urban Cargo,N13,4,1.775281
Urban Cargo,N13,4,2.201835
Urban Cargo,N13,4,2.744186
Urban Cargo,N13,4,3.208054
Urban Cargo,N13,4,3.751479
Urban Cargo,N14,3,0.2068966
Urban Cargo,N14,3,0.8163266
Urban Cargo,N14,3,1.188406
Urban Cargo,N14,2,1.775281
Urban Cargo,N14,2,2.201835
Urban Cargo,N14,2,2.744186
Urban Cargo,N14,2,3.208054
Urban Cargo,N14,2,3.751479
Urban Cargo,N15,4,0.2068966
Urban Cargo,N15,4,0.8163266
Urban Cargo,N15,4,1.188406
Urban Cargo,N15,4,1.775281
Urban Cargo,N15,4,2.201835
Urban Cargo,N15,4,2.744186
Urban Cargo,N15,4,3.208054
Urban Cargo,N15,4,3.751479
Urban Cargo,N16,4,0.2068966
Urban Cargo,N16,4,0.8163266
Urban Cargo,N16,3,1.188406
Urban Cargo,N16,3,1.775281
Urban Cargo,N16,3,2.201835
Urban Cargo,N16,3,2.744186
Urban Cargo,N16,3,3.208054
Urban Cargo,N16,3,3.751479
Urban Cargo,N17,4,0.2068966
Urban Cargo,N17,4,0.8163266
Urban Cargo,N17,4,1.188406
Urban Cargo,N17,4,1.775281
Urban Cargo,N17,3,2.201835
Urban Cargo,N17,3,2.744186
Urban Cargo,N17,2,3.208054
Urban Cargo,N17,2,3.751479
Urban Cargo,N18,5,0.2068966
Urban Cargo,N18,5,0.8163266
Urban Cargo,N18,5,1.188406
Urban Cargo,N18,5,1.775281
Urban Cargo,N18,5,2.201835
Urban Cargo,N18,5,2.744186
Urban Cargo,N18,5,3.221477
Urban Cargo,N18,5,3.751479
Urban Cargo,N19,5,0.2068966
Urban Cargo,N19,4,0.8163266
Urban Cargo,N19,4,1.188406
Urban Cargo,N19,4,1.775281
Urban Cargo,N19,3,2.201835
Urban Cargo,N19,2,2.744186
Urban Cargo,N19,2,3.234899
Urban Cargo,N19,1,3.751479
Urban Cargo,D04,2,0.2068966
Urban Cargo,D04,2,0.8163266
Urban Cargo,D04,1,1.188406
Urban Cargo,D05,5,0.2068966
Urban Cargo,D05,4,0.8163266
Urban Cargo,D05,4,1.188406
Urban Cargo,D05,3,1.775281
Urban Cargo,D05,3,2.201835
Urban Cargo,D05,2,2.744186
Urban Cargo,D05,2,3.208054
Urban Cargo,D05,2,3.739645
Urban Cargo,D06,5,0.2068966
Urban Cargo,D06,5,0.8163266
Urban Cargo,D06,5,1.188406
Urban Cargo,D06,5,1.775281
Urban Cargo,D06,5,2.201835
Urban Cargo,D06,5,2.744186
Urban Cargo,D06,5,3.208054
Urban Cargo,D06,5,3.739645
Urban Cargo,D07,5,0.2068966
Urban Cargo,D07,5,0.8163266
Urban Cargo,D07,5,1.188406
Urban Cargo,D07,4,1.775281
Urban Cargo,D07,4,2.201835
Urban Cargo,D07,4,2.744186
Urban Cargo,D07,4,3.208054
Urban Cargo,D07,4,3.739645
Urban Cargo,D08,4,0.2068966
Urban Cargo,D08,4,0.8163266
Urban Cargo,D08,4,1.188406
Urban Cargo,D08,4,1.775281
Urban Cargo,D08,4,2.201835
Urban Cargo,D08,4,2.744186
Urban Cargo,D08,4,3.208054
Urban Cargo,D08,4,3.739645
Urban Cargo,D09,5,0.2068966
Urban Cargo,D09,5,0.8163266
Urban Cargo,D09,4,1.188406
Urban Cargo,D09,5,1.775281
Urban Cargo,D09,4,2.201835
Urban Cargo,D09,4,2.744186
Urban Cargo,D09,4,3.208054
Urban Cargo,D09,4,3.751479
Urban Cargo,D10,5,0.2068966
Urban Cargo,D10,4,0.8163266
Urban Cargo,D10,3,1.188406
Urban Cargo,D10,3,1.775281
Urban Cargo,D10,2,2.201835
Urban Cargo,D10,2,2.744186
Urban Cargo,D10,1,3.208054
Urban Cargo,D11,5,0.2068966
Urban Cargo,D11,4,0.8163266
Urban Cargo,D11,4,1.188406
Urban Cargo,D11,5,1.775281
Urban Cargo,D11,4,2.201835
Urban Cargo,D11,4,2.744186
Urban Cargo,D11,4,3.208054
Urban Cargo,D11,4,3.751479
Urban Cargo,D12,5,0.2068966
Urban Cargo,D12,4,0.8163266
Urban Cargo,D12,4,1.188406
Urban Cargo,D12,4,1.775281
Urban Cargo,D12,4,2.201835
Urban Cargo,D12,4,2.744186
Urban Cargo,D12,4,3.208054
Urban Cargo,D12,4,3.727811
Urban Cargo,D13,5,0.2068966
Urban Cargo,D13,5,0.8163266
Urban Cargo,D13,4,1.188406
Urban Cargo,D13,2,1.775281
Urban Cargo,D13,2,2.201835
Urban Cargo,D13,2,2.744186
Urban Cargo,D13,1,3.208054
Urban Passenger,N01,4,0.2068966
Urban Passenger,N01,4,0.8571429
Urban Passenger,N01,2,1.188406
Urban Passenger,N01,2,1.775281
Urban Passenger,N01,2,2.201835
Urban Passenger,N01,1,2.744186
Urban Passenger,N01,1,3.234899
Urban Passenger,N02,5,0.2068966
Urban Passenger,N02,4,0.8571429
Urban Passenger,N02,4,1.188406
Urban Passenger,N02,3,1.775281
Urban Passenger,N02,2,2.201835
Urban Passenger,N02,1,2.744186
Urban Passenger,N02,1,3.234899
Urban Passenger,N02,1,3.751479
Urban Passenger,N03,5,0.2068966
Urban Passenger,N03,4,0.8571429
Urban Passenger,N03,2,1.188406
Urban Passenger,N03,2,1.775281
Urban Passenger,N03,2,2.201835
Urban Passenger,N03,2,2.744186
Urban Passenger,N03,3,3.234899
Urban Passenger,N03,3,3.751479
Urban Passenger,N04,3,0.2068966
Urban Passenger,N04,4,0.8163266
Urban Passenger,N04,4,1.188406
Urban Passenger,N04,4,1.775281
Urban Passenger,N04,3,2.201835
Urban Passenger,N04,3,2.744186
Urban Passenger,N04,3,3.234899
Urban Passenger,N04,3,3.751479
Urban Passenger,N05,5,0.2068966
Urban Passenger,N05,5,0.8163266
Urban Passenger,N05,4,1.188406
Urban Passenger,N05,4,1.775281
Urban Passenger,N05,4,2.201835
Urban Passenger,N05,3,2.744186
Urban Passenger,N05,3,3.234899
Urban Passenger,N05,2,3.751479
Urban Passenger,N06,4,0.2068966
Urban Passenger,N06,4,0.8571429
Urban Passenger,N06,4,1.217391
Urban Passenger,N06,4,1.775281
Urban Passenger,N06,4,2.201835
Urban Passenger,N06,4,2.744186
Urban Passenger,N06,4,3.234899
Urban Passenger,N06,4,3.751479
Urban Passenger,N07,2,0.2068966
Urban Passenger,N07,2,0.8163266
Urban Passenger,N07,2,1.188406
Urban Passenger,N07,2,1.775281
Urban Passenger,N07,1,2.201835
Urban Passenger,N07,1,2.744186
Urban Passenger,N07,1,3.234899
Urban Passenger,N07,1,3.751479
Urban Passenger,N08,4,0.2068966
Urban Passenger,N08,4,0.8571429
Urban Passenger,N08,4,1.188406
Urban Passenger,N08,4,1.775281
Urban Passenger,N08,4,2.201835
Urban Passenger,N08,4,2.744186
Urban Passenger,N08,3,3.234899
Urban Passenger,N08,3,3.763314
Urban Passenger,N09,3,0.2068966
Urban Passenger,N09,2,0.8163266
Urban Passenger,N09,2,1.217391
Urban Passenger,N09,2,1.775281
Urban Passenger,N09,2,2.201835
Urban Passenger,N09,2,2.744186
Urban Passenger,N09,1,3.234899
Urban Passenger,N09,1,3.751479
Urban Passenger,N10,4,0.2068966
Urban Passenger,N10,4,0.8163266
Urban Passenger,N10,4,1.188406
Urban Passenger,N10,4,1.775281
Urban Passenger,N10,4,2.201835
Urban Passenger,N10,4,2.744186
Urban Passenger,N10,4,3.234899
Urban Passenger,N10,3,3.751479
Urban Passenger,N11,4,0.2068966
Urban Passenger,N11,3,0.8163266
Urban Passenger,N11,3,1.188406
Urban Passenger,N11,3,1.775281
Urban Passenger,N11,3,2.201835
Urban Passenger,N11,3,2.744186
Urban Passenger,N11,3,3.234899
Urban Passenger,N11,2,3.751479
Urban Passenger,N12,5,0.2068966
Urban Passenger,N12,5,0.8163266
Urban Passenger,N12,5,1.188406
Urban Passenger,N12,5,1.775281
Urban Passenger,N12,4,2.201835
Urban Passenger,N12,4,2.744186
Urban Passenger,N12,3,3.234899
Urban Passenger,N12,3,3.751479
Urban Passenger,N13,5,0.2068966
Urban Passenger,N13,4,0.8571429
Urban Passenger,N13,4,1.188406
Urban Passenger,N13,4,1.775281
Urban Passenger,N13,3,2.201835
Urban Passenger,N13,4,2.744186
Urban Passenger,N13,3,3.234899
Urban Passenger,N13,4,3.751479
Urban Passenger,N14,3,0.2068966
Urban Passenger,N14,3,0.8163266
Urban Passenger,N14,2,1.188406
Urban Passenger,N14,2,1.775281
Urban Passenger,N14,1,2.201835
Urban Passenger,N14,1,2.744186
Urban Passenger,N14,1,3.234899
Urban Passenger,N14,1,3.751479
Urban Passenger,N15,5,0.2068966
Urban Passenger,N15,5,0.8571429
Urban Passenger,N15,5,1.188406
Urban Passenger,N15,5,1.775281
Urban Passenger,N15,5,2.201835
Urban Passenger,N15,4,2.744186
Urban Passenger,N15,4,3.234899
Urban Passenger,N15,4,3.751479
Urban Passenger,N16,4,0.2068966
Urban Passenger,N16,4,0.8571429
Urban Passenger,N16,4,1.188406
Urban Passenger,N16,4,1.775281
Urban Passenger,N16,4,2.201835
Urban Passenger,N16,4,2.744186
Urban Passenger,N16,4,3.234899
Urban Passenger,N16,4,3.751479
Urban Passenger,N17,4,0.2068966
Urban Passenger,N17,3,0.8571429
Urban Passenger,N17,3,1.188406
Urban Passenger,N17,3,1.775281
Urban Passenger,N17,3,2.201835
Urban Passenger,N17,2,2.744186
Urban Passenger,N17,2,3.234899
Urban Passenger,N17,3,3.751479
Urban Passenger,N18,5,0.2068966
Urban Passenger,N18,4,0.8163266
Urban Passenger,N18,4,1.188406
Urban Passenger,N18,4,1.775281
Urban Passenger,N18,4,2.201835
Urban Passenger,N18,4,2.744186
Urban Passenger,N18,4,3.234899
Urban Passenger,N18,4,3.751479
Urban Passenger,N19,5,0.2068966
Urban Passenger,N19,2,0.8571429
Urban Passenger,N19,2,1.188406
Urban Passenger,N19,1,1.775281
Urban Passenger,N19,1,2.201835
Urban Passenger,N19,1,2.744186
Urban Passenger,N19,1,3.234899
Urban Passenger,N19,1,3.751479
Urban Passenger,N20,5,0.2068966
Urban Passenger,N20,4,0.8163266
Urban Passenger,N20,4,1.188406
Urban Passenger,N20,4,1.775281
Urban Passenger,N20,4,2.201835
Urban Passenger,N20,4,2.744186
Urban Passenger,N20,3,3.234899
Urban Passenger,N20,4,3.751479
Urban Passenger,D04,4,0.2068966
Urban Passenger,D04,1,0.8163266
Urban Passenger,D05,5,0.2068966
Urban Passenger,D05,5,0.8163266
Urban Passenger,D05,5,1.188406
Urban Passenger,D05,5,1.775281
Urban Passenger,D05,5,2.201835
Urban Passenger,D05,5,2.744186
Urban Passenger,D05,5,3.234899
Urban Passenger,D05,5,3.751479
Urban Passenger,D06,5,0.2068966
Urban Passenger,D06,5,0.8163266
Urban Passenger,D06,5,1.188406
Urban Passenger,D06,5,1.775281
Urban Passenger,D06,5,2.201835
Urban Passenger,D06,5,2.744186
Urban Passenger,D06,4,3.221477
Urban Passenger,D06,4,3.751479
Urban Passenger,D07,5,0.2068966
Urban Passenger,D07,4,0.8163266
Urban Passenger,D07,4,1.188406
Urban Passenger,D07,4,1.775281
Urban Passenger,D07,4,2.201835
Urban Passenger,D07,4,2.744186
Urban Passenger,D07,3,3.234899
Urban Passenger,D07,2,3.751479
Urban Passenger,D08,5,0.2068966
Urban Passenger,D08,4,0.8571429
Urban Passenger,D08,5,1.188406
Urban Passenger,D08,3,1.775281
Urban Passenger,D08,3,2.201835
Urban Passenger,D08,3,2.744186
Urban Passenger,D08,3,3.234899
Urban Passenger,D08,3,3.751479
Urban Passenger,D09,5,0.2068966
Urban Passenger,D09,5,0.8163266
Urban Passenger,D09,4,1.188406
Urban Passenger,D09,5,1.775281
Urban Passenger,D09,5,2.201835
Urban Passenger,D09,5,2.744186
Urban Passenger,D09,5,3.234899
Urban Passenger,D09,5,3.751479
Urban Passenger,D10,5,0.2068966
Urban Passenger,D10,4,0.8163266
Urban Passenger,D10,3,1.188406
Urban Passenger,D10,2,1.775281
Urban Passenger,D10,2,2.201835
Urban Passenger,D10,1,2.744186
Urban Passenger,D11,5,0.2068966
Urban Passenger,D11,4,0.8163266
Urban Passenger,D11,5,1.188406
Urban Passenger,D11,4,1.775281
Urban Passenger,D11,4,2.201835
Urban Passenger,D11,4,2.744186
Urban Passenger,D11,4,3.234899
Urban Passenger,D11,3,3.751479
Urban Passenger,D12,5,0.2068966
Urban Passenger,D12,5,0.8163266
Urban Passenger,D12,5,1.188406
Urban Passenger,D12,5,1.775281
Urban Passenger,D12,5,2.201835
Urban Passenger,D12,5,2.744186
Urban Passenger,D12,5,3.234899
Urban Passenger,D12,5,3.751479
Urban Passenger,D13,5,0.2068966
Urban Passenger,D13,4,0.8571429
Urban Passenger,D13,2,1.188406
Urban Passenger,D13,2,1.775281
Urban Passenger,D13,1,2.201835
Urban Sensing,N01,4,0.6802721
Urban Sensing,N01,1,2.367347
Urban Sensing,N01,1,3.673469
Urban Sensing,N02,5,0.6802721
Urban Sensing,N02,4,2.367347
Urban Sensing,N02,4,3.731778
Urban Sensing,N02,3,5.260771
Urban Sensing,N02,2,6.790352
Urban Sensing,N02,2,8.100471
Urban Sensing,N02,2,9.142858
Urban Sensing,N02,1,9.987995
Urban Sensing,N03,5,0.6802721
Urban Sensing,N03,3,2.285714
Urban Sensing,N03,3,3.731778
Urban Sensing,N03,2,5.170068
Urban Sensing,N03,2,6.716141
Urban Sensing,N03,2,8.194662
Urban Sensing,N03,2,9.2517
Urban Sensing,N03,1,10.03601
Urban Sensing,N04,3,0.6802721
Urban Sensing,N04,3,2.285714
Urban Sensing,N04,3,3.731778
Urban Sensing,N04,3,5.124717
Urban Sensing,N04,3,6.679035
Urban Sensing,N04,3,8.069074
Urban Sensing,N04,3,9.088435
Urban Sensing,N04,2,9.939976
Urban Sensing,N05,5,0.6802721
Urban Sensing,N05,1,2.285714
Urban Sensing,N05,3,3.673469
Urban Sensing,N05,2,5.260771
Urban Sensing,N05,1,6.864564
Urban Sensing,N05,1,8.288854
Urban Sensing,N06,4,0.6802721
Urban Sensing,N06,4,2.367347
Urban Sensing,N06,4,3.848397
Urban Sensing,N06,3,5.306122
Urban Sensing,N06,3,6.938776
Urban Sensing,N06,3,8.288854
Urban Sensing,N06,3,9.306123
Urban Sensing,N06,3,10.03601
Urban Sensing,N07,2,0.6802721
Urban Sensing,N07,2,2.367347
Urban Sensing,N07,2,3.731778
Urban Sensing,N07,2,5.260771
Urban Sensing,N07,1,6.827458
Urban Sensing,N07,2,8.22606
Urban Sensing,N07,1,9.306123
Urban Sensing,N07,1,10.10804
Urban Sensing,N08,5,0.6802721
Urban Sensing,N08,4,2.44898
Urban Sensing,N08,4,3.906706
Urban Sensing,N08,4,5.396825
Urban Sensing,N08,4,6.864564
Urban Sensing,N08,4,8.22606
Urban Sensing,N08,4,9.197279
Urban Sensing,N08,3,9.915966
Urban Sensing,N09,4,0.6802721
Urban Sensing,N09,3,2.204082
Urban Sensing,N09,4,3.731778
Urban Sensing,N09,3,5.215419
Urban Sensing,N09,3,6.753247
Urban Sensing,N09,3,8.100471
Urban Sensing,N09,3,9.088435
Urban Sensing,N09,3,9.891956
Urban Sensing,N10,5,0.6802721
Urban Sensing,N10,4,2.612245
Urban Sensing,N10,4,4.023324
Urban Sensing,N10,4,5.487528
Urban Sensing,N10,4,6.938776
Urban Sensing,N10,4,8.288854
Urban Sensing,N10,4,9.333333
Urban Sensing,N10,4,10.06002
Urban Sensing,N11,4,0.6802721
Urban Sensing,N11,3,2.285714
Urban Sensing,N11,3,3.790087
Urban Sensing,N11,2,5.260771
Urban Sensing,N11,3,6.790352
Urban Sensing,N11,3,8.22606
Urban Sensing,N11,3,9.22449
Urban Sensing,N11,2,10.03601
Urban Sensing,N12,5,0.6802721
Urban Sensing,N12,4,2.367347
Urban Sensing,N12,4,3.731778
Urban Sensing,N12,4,5.306122
Urban Sensing,N12,4,6.90167
Urban Sensing,N12,4,8.257457
Urban Sensing,N12,4,9.306123
Urban Sensing,N12,4,10.06002
Urban Sensing,N13,4,0.6802721
Urban Sensing,N13,4,2.44898
Urban Sensing,N13,4,3.965015
Urban Sensing,N13,3,5.351474
Urban Sensing,N13,4,6.827458
Urban Sensing,N13,4,8.320251
Urban Sensing,N13,4,9.306123
Urban Sensing,N13,4,10.06002
Urban Sensing,N14,4,0.6802721
Urban Sensing,N14,3,2.285714
Urban Sensing,N14,3,3.790087
Urban Sensing,N14,3,5.215419
Urban Sensing,N14,3,6.753247
Urban Sensing,N14,2,8.131868
Urban Sensing,N14,2,9.088435
Urban Sensing,N14,2,9.867948
Urban Sensing,N15,4,0.6802721
Urban Sensing,N15,4,2.285714
Urban Sensing,N15,4,3.731778
Urban Sensing,N15,5,5.170068
Urban Sensing,N15,4,6.716141
Urban Sensing,N15,5,8.131868
Urban Sensing,N15,4,9.170068
Urban Sensing,N15,4,9.915966
Urban Sensing,N16,4,0.6802721
Urban Sensing,N16,4,2.285714
Urban Sensing,N16,4,3.906706
Urban Sensing,N16,3,5.351474
Urban Sensing,N16,3,6.938776
Urban Sensing,N16,3,8.351648
Urban Sensing,N16,3,9.333333
Urban Sensing,N16,4,10.13205
Urban Sensing,N17,5,0.6802721
Urban Sensing,N17,4,2.285714
Urban Sensing,N17,4,3.731778
Urban Sensing,N17,4,5.306122
Urban Sensing,N17,4,6.827458
Urban Sensing,N17,3,8.163265
Urban Sensing,N17,3,9.197279
Urban Sensing,N17,3,9.939976
Urban Sensing,N18,5,0.6802721
Urban Sensing,N18,5,2.530612
Urban Sensing,N18,4,3.906706
Urban Sensing,N18,4,5.306122
Urban Sensing,N18,5,6.827458
Urban Sensing,N18,5,8.22606
Urban Sensing,N18,4,9.306123
Urban Sensing,N18,5,10.012
Urban Sensing,N20,5,0.6802721
Urban Sensing,N20,5,2.44898
Urban Sensing,N20,5,3.790087
Urban Sensing,N20,4,5.442177
Urban Sensing,N20,4,6.938776
Urban Sensing,N20,4,8.351648
Urban Sensing,N20,4,9.387755
Urban Sensing,N20,4,10.10804
Urban Sensing,D04,5,0.6802721
Urban Sensing,D04,4,2.367347
Urban Sensing,D04,3,3.790087
Urban Sensing,D04,2,5.306122
Urban Sensing,D04,2,6.790352
Urban Sensing,D04,1,8.163265
Urban Sensing,D05,5,0.6802721
Urban Sensing,D05,5,2.204082
Urban Sensing,D05,5,3.673469
Urban Sensing,D05,5,5.124717
Urban Sensing,D05,5,6.64193
Urban Sensing,D05,4,8.006279
Urban Sensing,D05,4,9.034014
Urban Sensing,D05,4,9.867948
Urban Sensing,D06,5,0.6802721
Urban Sensing,D06,4,2.44898
Urban Sensing,D06,4,3.731778
Urban Sensing,D06,3,5.215419
Urban Sensing,D06,2,6.716141
Urban Sensing,D06,2,8.100471
Urban Sensing,D06,1,9.115646
Urban Sensing,D07,5,0.6802721
Urban Sensing,D07,4,2.285714
Urban Sensing,D07,4,3.731778
Urban Sensing,D07,4,5.260771
Urban Sensing,D07,3,6.790352
Urban Sensing,D07,3,8.22606
Urban Sensing,D07,2,9.2517
Urban Sensing,D07,2,9.963985
Urban Sensing,D08,5,0.6802721
Urban Sensing,D08,5,2.285714
Urban Sensing,D08,4,3.673469
Urban Sensing,D08,4,5.124717
Urban Sensing,D08,4,6.64193
Urban Sensing,D08,4,7.974882
Urban Sensing,D08,4,9.088435
Urban Sensing,D08,4,9.939976
Urban Sensing,D09,5,0.6802721
Urban Sensing,D09,5,2.367347
Urban Sensing,D09,5,3.848397
Urban Sensing,D09,5,5.351474
Urban Sensing,D09,5,6.864564
Urban Sensing,D09,4,8.351648
Urban Sensing,D09,4,9.333333
Urban Sensing,D09,4,10.08403
Urban Sensing,D10,5,0.6802721
Urban Sensing,D10,4,2.285714
Urban Sensing,D10,3,3.731778
Urban Sensing,D10,3,5.351474
Urban Sensing,D10,2,6.864564
Urban Sensing,D10,2,8.257457
Urban Sensing,D10,2,9.278912
Urban Sensing,D10,2,10.03601
Urban Sensing,D11,5,0.6802721
Urban Sensing,D11,5,2.367347
Urban Sensing,D11,5,3.848397
Urban Sensing,D11,5,5.306122
Urban Sensing,D11,4,6.790352
Urban Sensing,D11,4,8.257457
Urban Sensing,D11,4,9.278912
Urban Sensing,D11,4,10.06002
Urban Sensing,D12,5,0.6802721
Urban Sensing,D12,4,2.44898
Urban Sensing,D12,4,3.848397
Urban Sensing,D12,4,5.260771
Urban Sensing,D12,4,6.790352
Urban Sensing,D12,4,8.163265
Urban Sensing,D12,3,9.142858
Urban Sensing,D12,3,9.843938
Urban Sensing,D13,5,0.6802721
Urban Sensing,D13,4,2.285714
Urban Sensing,D13,3,3.790087
Urban Sensing,D13,2,5.260771
Urban Sensing,D13,1,6.827458